Player,Position,Age,Matches Played,Matches Started,Minutes,90s,Goals,Assists,Goals and Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals and Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Season
Rodri,Midfielders,27,34,34,2931.0,32.6,8.0,9.0,17.0,8.0,0.0,0.0,8.0,1.0,0.25,0.28,0.52,0.25,0.52,2023-2024
Phil Foden,"Forwards, Midfielders",23,35,33,2857.0,31.7,19.0,8.0,27.0,19.0,0.0,0.0,2.0,0.0,0.6,0.25,0.85,0.6,0.85,2023-2024
Ederson,Goalkeepers,29,33,33,2785.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
Julián Álvarez,"Midfielders, Forwards",23,36,31,2647.0,29.4,11.0,8.0,19.0,9.0,2.0,2.0,2.0,0.0,0.37,0.27,0.65,0.31,0.58,2023-2024
Kyle Walker,Defenders,33,32,30,2767.0,30.7,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.13,0.13,0.0,0.13,2023-2024
Bernardo Silva,"Midfielders, Forwards",28,33,29,2578.0,28.6,6.0,9.0,15.0,6.0,0.0,0.0,8.0,0.0,0.21,0.31,0.52,0.21,0.52,2023-2024
Erling Haaland,Forwards,23,31,29,2552.0,28.4,27.0,5.0,32.0,20.0,7.0,8.0,1.0,0.0,0.95,0.18,1.13,0.71,0.88,2023-2024
Rúben Dias,Defenders,26,30,28,2559.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
Manuel Akanji,"Defenders, Midfielders",28,30,28,2511.0,27.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.07,0.0,0.07,0.07,0.07,2023-2024
Joško Gvardiol,Defenders,21,28,26,2328.0,25.9,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.15,0.04,0.19,0.15,0.19,2023-2024
Nathan Aké,Defenders,28,29,24,2042.0,22.7,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,2023-2024
Jeremy Doku,"Forwards, Midfielders",21,29,18,1595.0,17.7,3.0,8.0,11.0,3.0,0.0,0.0,3.0,0.0,0.17,0.45,0.62,0.17,0.62,2023-2024
Mateo Kovačić,Midfielders,29,30,16,1551.0,17.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.06,0.0,0.06,0.06,0.06,2023-2024
Kevin De Bruyne,Midfielders,32,18,15,1221.0,13.6,4.0,10.0,14.0,4.0,0.0,0.0,2.0,0.0,0.29,0.74,1.03,0.29,1.03,2023-2024
John Stones,"Defenders, Midfielders",29,16,12,1064.0,11.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,2023-2024
Jack Grealish,"Forwards, Midfielders",27,20,10,1009.0,11.2,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,0.27,0.09,0.36,0.27,0.36,2023-2024
Rico Lewis,"Defenders, Midfielders",18,16,8,809.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,2023-2024
Matheus Nunes,Midfielders,24,17,7,661.0,7.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,0.0,0.27,2023-2024
Stefan Ortega,Goalkeepers,30,9,5,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
Oscar Bobb,"Forwards, Midfielders",20,14,2,302.0,3.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.3,0.6,2023-2024
Kalvin Phillips,Midfielders,27,4,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
Sergio Gómez,"Forwards, Midfielders",22,6,0,53.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.0,1.7,2023-2024
Aymeric Laporte,Defenders,29,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
Cole Palmer,Midfielders,21,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
James Mcatee,Midfielders,20,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024
Scott Carson,Goalkeepers,37,0,0,,,,,,,,,,,,,,,,2023-2024
Micah Hamilton,Midfielders,19,0,0,,,,,,,,,,,,,,,,2023-2024
Máximo Perrone,Midfielders,20,0,0,,,,,,,,,,,,,,,,2023-2024
Mahamadou Susoho,Defenders,18,0,0,,,,,,,,,,,,,,,,2023-2024
Jacob Wright,Midfielders,17,0,0,,,,,,,,,,,,,,,,2023-2024
Ederson,Goalkeepers,28,35,35,3150.0,35.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,2022-2023
Rodri,Midfielders,26,36,34,2911.0,32.3,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,0.06,0.19,0.25,0.06,0.25,2022-2023
Erling Haaland,Forwards,22,35,33,2769.0,30.8,36.0,8.0,44.0,29.0,7.0,7.0,5.0,0.0,1.17,0.26,1.43,0.94,1.2,2022-2023
Kevin De Bruyne,Midfielders,31,32,28,2417.0,26.9,7.0,16.0,23.0,7.0,0.0,0.0,1.0,0.0,0.26,0.6,0.86,0.26,0.86,2022-2023
İlkay Gündoğan,Midfielders,31,31,27,2353.0,26.1,8.0,4.0,12.0,8.0,0.0,1.0,0.0,0.0,0.31,0.15,0.46,0.31,0.46,2022-2023
Manuel Akanji,Defenders,27,29,24,2287.0,25.4,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,2022-2023
Bernardo Silva,"Midfielders, Forwards",27,34,24,2205.0,24.5,4.0,5.0,9.0,4.0,0.0,0.0,5.0,0.0,0.16,0.2,0.37,0.16,0.37,2022-2023
Jack Grealish,Forwards,26,28,23,2055.0,22.8,5.0,7.0,12.0,5.0,0.0,0.0,4.0,0.0,0.22,0.31,0.53,0.22,0.53,2022-2023
Rúben Dias,Defenders,25,26,22,1998.0,22.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
Kyle Walker,Defenders,32,27,22,1958.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
Riyad Mahrez,"Forwards, Midfielders",31,30,22,1920.0,21.3,5.0,10.0,15.0,4.0,1.0,1.0,2.0,0.0,0.23,0.47,0.7,0.19,0.66,2022-2023
Nathan Aké,Defenders,27,26,22,1873.0,20.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.05,0.0,0.05,0.05,0.05,2022-2023
Phil Foden,Forwards,22,32,22,1842.0,20.5,11.0,6.0,17.0,11.0,0.0,0.0,1.0,0.0,0.54,0.29,0.83,0.54,0.83,2022-2023
John Stones,"Defenders, Midfielders",28,23,21,1846.0,20.5,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.1,0.2,2022-2023
João Cancelo,Defenders,28,17,16,1274.0,14.2,2.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.14,0.07,0.21,0.14,0.21,2022-2023
Julián Álvarez,"Forwards, Midfielders",22,31,13,1465.0,16.3,9.0,0.0,9.0,8.0,1.0,1.0,0.0,0.0,0.55,0.0,0.55,0.49,0.49,2022-2023
Aymeric Laporte,Defenders,28,12,11,993.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
Rico Lewis,"Defenders, Midfielders",17,14,10,903.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
Stefan Ortega,Goalkeepers,29,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
Cole Palmer,"Midfielders, Forwards",20,14,2,370.0,4.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.24,0.24,0.0,0.24,2022-2023
Sergio Gómez,"Defenders, Midfielders",21,12,2,349.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.26,0.0,0.26,2022-2023
Kalvin Phillips,Midfielders,26,12,2,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
Shea Charles,Defenders,18,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
Máximo Perrone,Midfielders,19,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-2023
Scott Carson,Goalkeepers,36,0,0,,,,,,,,,,,,,,,,2022-2023
Liam Delap,Forwards,19,0,0,,,,,,,,,,,,,,,,2022-2023
Claudio Gomes,Midfielders,22,0,0,,,,,,,,,,,,,,,,2022-2023
Ben Knight,Midfielders,20,0,0,,,,,,,,,,,,,,,,2022-2023
Luke Mbete-Tatu,Defenders,18,0,0,,,,,,,,,,,,,,,,2022-2023
Nico O’Reilly,Forwards,17,0,0,,,,,,,,,,,,,,,,2022-2023
Alexander Robertson,Midfielders,19,0,0,,,,,,,,,,,,,,,,2022-2023
Josh Wilson-Esbrand,Defenders,19,0,0,,,,,,,,,,,,,,,,2022-2023
Ederson,Goalkeepers,27,37,37,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022
João Cancelo,Defenders,27,36,36,3227.0,35.9,1.0,7.0,8.0,1.0,0.0,0.0,7.0,0.0,0.03,0.2,0.22,0.03,0.22,2021-2022
Rodri,Midfielders,25,33,33,2884.0,32.0,7.0,2.0,9.0,7.0,0.0,0.0,5.0,0.0,0.22,0.06,0.28,0.22,0.28,2021-2022
Bernardo Silva,"Midfielders, Forwards",26,35,33,2857.0,31.7,8.0,4.0,12.0,8.0,0.0,0.0,6.0,0.0,0.25,0.13,0.38,0.25,0.38,2021-2022
Aymeric Laporte,Defenders,27,33,33,2828.0,31.4,4.0,0.0,4.0,4.0,0.0,0.0,5.0,1.0,0.13,0.0,0.13,0.13,0.13,2021-2022
Rúben Dias,Defenders,24,29,27,2402.0,26.7,2.0,4.0,6.0,2.0,0.0,0.0,5.0,0.0,0.07,0.15,0.22,0.07,0.22,2021-2022
Kevin De Bruyne,Midfielders,30,30,25,2201.0,24.5,15.0,8.0,23.0,15.0,0.0,0.0,2.0,0.0,0.61,0.33,0.94,0.61,0.94,2021-2022
Phil Foden,Forwards,21,28,24,2128.0,23.6,9.0,5.0,14.0,9.0,0.0,0.0,1.0,0.0,0.38,0.21,0.59,0.38,0.59,2021-2022
Raheem Sterling,Forwards,26,30,23,2128.0,23.6,13.0,5.0,18.0,11.0,2.0,3.0,1.0,0.0,0.55,0.21,0.76,0.47,0.68,2021-2022
Jack Grealish,Forwards,25,26,22,1914.0,21.3,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.14,0.14,0.28,0.14,0.28,2021-2022
Gabriel Jesus,Forwards,24,28,21,1877.0,20.9,8.0,8.0,16.0,7.0,1.0,1.0,1.0,0.0,0.38,0.38,0.77,0.34,0.72,2021-2022
İlkay Gündoğan,Midfielders,30,27,20,1857.0,20.6,8.0,4.0,12.0,8.0,0.0,0.0,1.0,0.0,0.39,0.19,0.58,0.39,0.58,2021-2022
Kyle Walker,Defenders,31,20,20,1755.0,19.5,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,0.0,0.1,2021-2022
Riyad Mahrez,Forwards,30,28,15,1498.0,16.6,11.0,5.0,16.0,7.0,4.0,5.0,0.0,0.0,0.66,0.3,0.96,0.42,0.72,2021-2022
John Stones,Defenders,27,14,12,1119.0,12.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,2021-2022
Oleksandr Zinchenko,Defenders,24,15,10,1047.0,11.6,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,2021-2022
Fernandinho,"Midfielders, Defenders",36,19,10,964.0,10.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.19,0.09,0.28,0.19,0.28,2021-2022
Nathan Aké,Defenders,26,14,10,923.0,10.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,2021-2022
Ferrán Torres,Forwards,21,4,4,303.0,3.4,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.59,0.3,0.89,0.59,0.89,2021-2022
Cole Palmer,"Forwards, Midfielders",19,4,1,123.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022
Zack Steffen,Goalkeepers,26,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022
Benjamin Mendy,Defenders,27,1,1,78.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022
James Mcatee,"Midfielders, Forwards",18,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022
Liam Delap,Forwards,18,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022
Kayky Chagas,Forwards,18,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022
CJ Egan-Riley,Defenders,18,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-2022
Scott Carson,Goalkeepers,35,0,0,,,,,,,,,,,,,,,,2021-2022
Tommy Doyle,Midfielders,19,0,0,,,,,,,,,,,,,,,,2021-2022
Samuel Edozie,"Forwards, Midfielders",18,0,0,,,,,,,,,,,,,,,,2021-2022
Roméo Lavia,Midfielders,17,0,0,,,,,,,,,,,,,,,,2021-2022
Luke Mbete-Tatu,Defenders,17,0,0,,,,,,,,,,,,,,,,2021-2022
Cieran Slicker,Goalkeepers,18,0,0,,,,,,,,,,,,,,,,2021-2022
Josh Wilson-Esbrand,Defenders,18,0,0,,,,,,,,,,,,,,,,2021-2022
Ederson,Goalkeepers,26,36,36,3240.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03,0.03,0.0,0.03,2020-2021
Rúben Dias,Defenders,23,32,32,2843.0,31.6,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,2020-2021
Rodri,Midfielders,24,34,31,2748.0,30.5,2.0,2.0,4.0,1.0,1.0,1.0,6.0,0.0,0.07,0.07,0.13,0.03,0.1,2020-2021
Raheem Sterling,Forwards,25,31,28,2536.0,28.2,10.0,7.0,17.0,10.0,0.0,1.0,4.0,0.0,0.35,0.25,0.6,0.35,0.6,2020-2021
João Cancelo,"Defenders, Midfielders",26,28,27,2299.0,25.5,2.0,3.0,5.0,2.0,0.0,0.0,5.0,1.0,0.08,0.12,0.2,0.08,0.2,2020-2021
Bernardo Silva,"Midfielders, Forwards",25,26,24,2065.0,22.9,2.0,6.0,8.0,2.0,0.0,0.0,5.0,0.0,0.09,0.26,0.35,0.09,0.35,2020-2021
İlkay Gündoğan,Midfielders,29,28,23,2029.0,22.5,13.0,2.0,15.0,12.0,1.0,2.0,1.0,0.0,0.58,0.09,0.67,0.53,0.62,2020-2021
Kevin De Bruyne,Midfielders,29,25,23,1997.0,22.2,6.0,12.0,18.0,4.0,2.0,3.0,1.0,0.0,0.27,0.54,0.81,0.18,0.72,2020-2021
Riyad Mahrez,Forwards,29,27,23,1949.0,21.7,9.0,6.0,15.0,9.0,0.0,0.0,0.0,0.0,0.42,0.28,0.69,0.42,0.69,2020-2021
Gabriel Jesus,Forwards,23,29,22,2063.0,22.9,9.0,4.0,13.0,9.0,0.0,0.0,2.0,0.0,0.39,0.17,0.57,0.39,0.57,2020-2021
Kyle Walker,Defenders,30,24,22,1946.0,21.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.05,0.05,0.09,0.05,0.09,2020-2021
John Stones,Defenders,26,22,22,1933.0,21.5,4.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.19,0.0,0.19,0.19,0.19,2020-2021
Phil Foden,"Forwards, Midfielders",20,28,17,1616.0,18.0,9.0,5.0,14.0,9.0,0.0,0.0,0.0,0.0,0.5,0.28,0.78,0.5,0.78,2020-2021
Oleksandr Zinchenko,Defenders,23,20,15,1478.0,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021
Ferrán Torres,"Forwards, Midfielders",20,24,15,1306.0,14.5,7.0,2.0,9.0,7.0,0.0,0.0,1.0,0.0,0.48,0.14,0.62,0.48,0.62,2020-2021
Aymeric Laporte,Defenders,26,16,14,1344.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021
Fernandinho,Midfielders,35,21,12,1188.0,13.2,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.15,0.15,0.0,0.15,2020-2021
Benjamin Mendy,Defenders,26,13,11,953.0,10.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.19,0.09,0.28,0.19,0.28,2020-2021
Nathan Aké,Defenders,25,10,9,797.0,8.9,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,2020-2021
Sergio Agüero,Forwards,32,12,7,559.0,6.2,4.0,1.0,5.0,3.0,1.0,2.0,0.0,0.0,0.64,0.16,0.81,0.48,0.64,2020-2021
Eric García,Defenders,19,6,3,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021
Scott Carson,Goalkeepers,34,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021
Zack Steffen,Goalkeepers,25,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021
Liam Delap,Forwards,17,1,0,40.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020-2021
Adrian Bernabe,Midfielders,19,0,0,,,,,,,,,,,,,,,,2020-2021
Tommy Doyle,Midfielders,18,0,0,,,,,,,,,,,,,,,,2020-2021
Claudio Gomes,Midfielders,20,0,0,,,,,,,,,,,,,,,,2020-2021
Taylor Harwood-Bellis,Defenders,18,0,0,,,,,,,,,,,,,,,,2020-2021
Luke Mbete-Tatu,Defenders,16,0,0,,,,,,,,,,,,,,,,2020-2021
Felix Nmecha,Midfielders,19,0,0,,,,,,,,,,,,,,,,2020-2021
Nicolás Otamendi,Defenders,32,0,0,,,,,,,,,,,,,,,,2020-2021
Cole Palmer,"Forwards, Midfielders",18,0,0,,,,,,,,,,,,,,,,2020-2021
James Trafford,Goalkeepers,17,0,0,,,,,,,,,,,,,,,,2020-2021
Ederson,Goalkeepers,25,35,35,3071.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-2020
Kevin De Bruyne,Midfielders,28,35,32,2791.0,31.0,13.0,20.0,33.0,11.0,2.0,2.0,3.0,0.0,0.42,0.64,1.06,0.35,1.0,2019-2020
Raheem Sterling,Forwards,24,33,30,2651.0,29.5,20.0,1.0,21.0,20.0,0.0,2.0,5.0,0.0,0.68,0.03,0.71,0.68,0.71,2019-2020
Rodri,Midfielders,23,35,29,2486.0,27.6,3.0,2.0,5.0,3.0,0.0,0.0,8.0,0.0,0.11,0.07,0.18,0.11,0.18,2019-2020
Kyle Walker,Defenders,29,29,28,2392.0,26.6,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,0.04,0.15,0.19,0.04,0.19,2019-2020
Fernandinho,Defenders,34,30,26,2397.0,26.6,0.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,0.04,0.04,0.0,0.04,2019-2020
Bernardo Silva,"Forwards, Midfielders",24,34,23,2030.0,22.6,6.0,7.0,13.0,6.0,0.0,0.0,5.0,0.0,0.27,0.31,0.58,0.27,0.58,2019-2020
David Silva,Midfielders,33,27,22,1826.0,20.3,6.0,10.0,16.0,6.0,0.0,0.0,0.0,0.0,0.3,0.49,0.79,0.3,0.79,2019-2020
Gabriel Jesus,Forwards,22,34,21,2030.0,22.6,14.0,7.0,21.0,14.0,0.0,1.0,3.0,0.0,0.62,0.31,0.93,0.62,0.93,2019-2020
İlkay Gündoğan,Midfielders,28,31,21,2020.0,22.4,2.0,1.0,3.0,1.0,1.0,2.0,7.0,0.0,0.09,0.04,0.13,0.04,0.09,2019-2020
Riyad Mahrez,"Forwards, Midfielders",28,33,21,1944.0,21.6,11.0,9.0,20.0,10.0,1.0,1.0,0.0,0.0,0.51,0.42,0.93,0.46,0.88,2019-2020
Nicolás Otamendi,Defenders,31,24,18,1715.0,19.1,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,2019-2020
Benjamin Mendy,Defenders,25,19,18,1492.0,16.6,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.12,0.12,0.0,0.12,2019-2020
Sergio Agüero,Forwards,31,24,18,1452.0,16.1,16.0,3.0,19.0,14.0,2.0,3.0,1.0,0.0,0.99,0.19,1.18,0.87,1.05,2019-2020
Aymeric Laporte,Defenders,25,15,14,1097.0,12.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,2019-2020
Oleksandr Zinchenko,Defenders,22,19,13,1276.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2019-2020
João Cancelo,Defenders,25,17,13,1208.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
John Stones,Defenders,25,16,12,1122.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
Phil Foden,"Forwards, Midfielders",19,23,9,901.0,10.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.5,0.2,0.7,0.5,0.7,2019-2020
Eric García,Defenders,18,13,8,793.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
Angeliño,Defenders,22,6,4,423.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
Claudio Bravo,Goalkeepers,36,4,3,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
Tommy Doyle,Midfielders,17,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
Leroy Sané,Forwards,23,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019-2020
Scott Carson,Goalkeepers,33,0,0,,,,,,,,,,,,,,,,2019-2020
Taylor Harwood-Bellis,Defenders,17,0,0,,,,,,,,,,,,,,,,2019-2020
Cole Palmer,"Forwards, Midfielders",17,0,0,,,,,,,,,,,,,,,,2019-2020
