Player,Position,Age,Matches Played,Matches Started,Minutes,90s,Goals,Assists,Goals and Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals and Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Season
Ederson,Goalkeepers,24,38,38,3420.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.03,0.03,0.0,0.03,2018-2019
Aymeric Laporte,Defenders,24,35,34,3057.0,34.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.09,0.09,0.18,0.09,0.18,2018-2019
Bernardo Silva,"Midfielders, Forwards",23,36,31,2854.0,31.7,7.0,7.0,14.0,7.0,0.0,0.0,3.0,0.0,0.22,0.22,0.44,0.22,0.44,2018-2019
Raheem Sterling,Forwards,23,34,31,2771.0,30.8,17.0,9.0,26.0,17.0,0.0,0.0,3.0,0.0,0.55,0.29,0.84,0.55,0.84,2018-2019
Sergio Agüero,Forwards,30,33,31,2459.0,27.3,21.0,8.0,29.0,19.0,2.0,2.0,4.0,0.0,0.77,0.29,1.06,0.7,0.99,2018-2019
Kyle Walker,Defenders,28,33,30,2779.0,30.9,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.03,0.03,0.06,0.03,0.06,2018-2019
David Silva,Midfielders,32,33,28,2401.0,26.7,6.0,8.0,14.0,6.0,0.0,0.0,2.0,0.0,0.22,0.3,0.52,0.22,0.52,2018-2019
Fernandinho,Midfielders,33,29,27,2377.0,26.4,1.0,3.0,4.0,1.0,0.0,0.0,5.0,0.0,0.04,0.11,0.15,0.04,0.15,2018-2019
İlkay Gündoğan,Midfielders,27,31,23,2137.0,23.7,6.0,3.0,9.0,6.0,0.0,0.0,3.0,0.0,0.25,0.13,0.38,0.25,0.38,2018-2019
Leroy Sané,Forwards,22,31,21,1867.0,20.7,10.0,10.0,20.0,10.0,0.0,0.0,1.0,0.0,0.48,0.48,0.96,0.48,0.96,2018-2019
John Stones,Defenders,24,24,20,1764.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019
Riyad Mahrez,"Forwards, Midfielders",27,27,14,1343.0,14.9,7.0,4.0,11.0,7.0,0.0,1.0,0.0,0.0,0.47,0.27,0.74,0.47,0.74,2018-2019
Nicolás Otamendi,Defenders,30,18,14,1236.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018-2019
Oleksandr Zinchenko,Defenders,21,14,14,1151.0,12.8,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.23,0.23,0.0,0.23,2018-2019
Vincent Kompany,Defenders,32,17,13,1224.0,13.6,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.07,0.0,0.07,0.07,0.07,2018-2019
Kevin De Bruyne,Midfielders,27,19,11,975.0,10.8,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.18,0.18,0.37,0.18,0.37,2018-2019
Benjamin Mendy,Defenders,24,10,10,900.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,2018-2019
Danilo,Defenders,27,11,9,807.0,9.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11,0.0,0.11,0.11,0.11,2018-2019
Gabriel Jesus,Forwards,21,29,8,1036.0,11.5,7.0,3.0,10.0,6.0,1.0,1.0,1.0,0.0,0.61,0.26,0.87,0.52,0.78,2018-2019
Fabian Delph,Defenders,28,11,8,725.0,8.1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.12,0.12,0.0,0.12,2018-2019
Phil Foden,Midfielders,18,13,3,335.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,2018-2019
Claudio Bravo,Goalkeepers,35,0,0,,,,,,,,,,,,,,,,2018-2019
Arijanet Muric,Goalkeepers,19,0,0,,,,,,,,,,,,,,,,2018-2019
Philippe Sandler,Defenders,21,0,0,,,,,,,,,,,,,,,,2018-2019
Ederson,Goalkeepers,23,36,36,3194.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018
Kevin De Bruyne,Midfielders,26,37,36,3073.0,34.1,8.0,16.0,24.0,8.0,0.0,0.0,2.0,0.0,0.23,0.47,0.7,0.23,0.7,2017-2018
Nicolás Otamendi,Defenders,29,34,33,2967.0,33.0,4.0,0.0,4.0,4.0,0.0,0.0,9.0,0.0,0.12,0.0,0.12,0.12,0.12,2017-2018
Fernandinho,Midfielders,32,34,33,2881.0,32.0,5.0,3.0,8.0,5.0,0.0,0.0,7.0,0.0,0.16,0.09,0.25,0.16,0.25,2017-2018
Kyle Walker,Defenders,27,32,32,2785.0,30.9,0.0,6.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,0.19,0.19,0.0,0.19,2017-2018
Raheem Sterling,Forwards,22,33,29,2587.0,28.7,18.0,11.0,29.0,17.0,1.0,1.0,4.0,2.0,0.63,0.38,1.01,0.59,0.97,2017-2018
David Silva,Midfielders,31,29,28,2430.0,27.0,9.0,11.0,20.0,9.0,0.0,0.0,5.0,0.0,0.33,0.41,0.74,0.33,0.74,2017-2018
Leroy Sané,Forwards,21,32,27,2419.0,26.9,10.0,15.0,25.0,10.0,0.0,0.0,4.0,0.0,0.37,0.56,0.93,0.37,0.93,2017-2018
Sergio Agüero,Forwards,29,25,22,1963.0,21.8,21.0,6.0,27.0,17.0,4.0,4.0,2.0,0.0,0.96,0.28,1.24,0.78,1.05,2017-2018
Fabian Delph,Defenders,27,22,21,1741.0,19.3,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.05,0.1,0.16,0.05,0.16,2017-2018
Gabriel Jesus,Forwards,20,29,19,1668.0,18.5,13.0,3.0,16.0,13.0,0.0,2.0,6.0,0.0,0.7,0.16,0.86,0.7,0.86,2017-2018
Vincent Kompany,Defenders,31,17,17,1394.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,6.0,0.0,0.06,0.06,0.13,0.06,0.13,2017-2018
John Stones,Defenders,23,18,16,1302.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018
Bernardo Silva,"Forwards, Midfielders",22,35,15,1533.0,17.0,6.0,4.0,10.0,6.0,0.0,0.0,0.0,0.0,0.35,0.23,0.59,0.35,0.59,2017-2018
İlkay Gündoğan,Midfielders,26,30,15,1517.0,16.9,4.0,1.0,5.0,3.0,1.0,1.0,3.0,0.0,0.24,0.06,0.3,0.18,0.24,2017-2018
Danilo,Defenders,26,23,13,1349.0,15.0,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,0.2,0.13,0.33,0.2,0.33,2017-2018
Aymeric Laporte,Defenders,23,9,9,806.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018
Oleksandr Zinchenko,Defenders,20,8,6,532.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018
Eliaquim Mangala,Defenders,26,9,4,488.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018
Benjamin Mendy,"Defenders, Forwards",23,7,4,363.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.25,0.25,0.0,0.25,2017-2018
Claudio Bravo,Goalkeepers,34,3,2,226.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018
Yaya Touré,Midfielders,34,10,1,236.0,2.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.76,0.76,0.0,0.76,2017-2018
Brahim Díaz,"Forwards, Defenders",17,5,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018
Phil Foden,"Midfielders, Forwards",17,5,0,49.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.84,1.84,0.0,1.84,2017-2018
Lukas Nmecha,Forwards,18,2,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017-2018
Tosin Adarabioyo,Defenders,19,0,0,,,,,,,,,,,,,,,,2017-2018
Kevin De Bruyne,Midfielders,25,36,33,2877.0,32.0,6.0,17.0,23.0,6.0,0.0,1.0,4.0,0.0,0.19,0.53,0.72,0.19,0.72,2016-2017
David Silva,Midfielders,30,34,31,2759.0,30.7,4.0,7.0,11.0,4.0,0.0,0.0,6.0,0.0,0.13,0.23,0.36,0.13,0.36,2016-2017
Fernandinho,"Midfielders, Defenders",31,32,31,2756.0,30.6,2.0,1.0,3.0,2.0,0.0,0.0,4.0,2.0,0.07,0.03,0.1,0.07,0.1,2016-2017
Nicolás Otamendi,Defenders,28,30,29,2592.0,28.8,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03,2016-2017
Raheem Sterling,"Midfielders, Forwards",21,33,29,2508.0,27.9,7.0,8.0,15.0,7.0,0.0,0.0,7.0,0.0,0.25,0.29,0.54,0.25,0.54,2016-2017
Aleksandar Kolarov,Defenders,30,29,27,2535.0,28.2,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,0.04,0.07,0.11,0.04,0.11,2016-2017
Sergio Agüero,Forwards,28,31,25,2403.0,26.7,20.0,4.0,24.0,16.0,4.0,5.0,4.0,1.0,0.75,0.15,0.9,0.6,0.75,2016-2017
Gaël Clichy,Defenders,31,25,24,2123.0,23.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04,2016-2017
John Stones,Defenders,22,27,23,2014.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017
Claudio Bravo,Goalkeepers,33,22,22,1968.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017
Yaya Touré,Midfielders,33,25,22,1941.0,21.6,5.0,0.0,5.0,3.0,2.0,2.0,4.0,0.0,0.23,0.0,0.23,0.14,0.14,2016-2017
Leroy Sané,"Midfielders, Forwards",20,26,20,1781.0,19.8,5.0,2.0,7.0,5.0,0.0,0.0,4.0,0.0,0.25,0.1,0.35,0.25,0.35,2016-2017
Willy Caballero,Goalkeepers,34,17,16,1452.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017
Bacary Sagna,Defenders,33,17,14,1346.0,15.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.07,0.07,0.0,0.07,2016-2017
Jesús Navas,"Midfielders, Defenders",30,24,12,1064.0,11.8,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.08,0.08,0.0,0.08,2016-2017
Pablo Zabaleta,"Defenders, Midfielders",31,19,11,1036.0,11.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.09,0.09,0.17,0.09,0.17,2016-2017
Vincent Kompany,Defenders,30,11,10,820.0,9.1,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.33,0.0,0.33,0.33,0.33,2016-2017
Nolito,"Midfielders, Forwards",29,19,9,778.0,8.6,4.0,2.0,6.0,4.0,0.0,0.0,3.0,1.0,0.46,0.23,0.69,0.46,0.69,2016-2017
İlkay Gündoğan,Midfielders,25,10,9,704.0,7.8,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.38,0.13,0.51,0.38,0.51,2016-2017
Gabriel Jesus,"Forwards, Midfielders",19,10,8,650.0,7.2,7.0,4.0,11.0,6.0,1.0,1.0,2.0,0.0,0.97,0.55,1.52,0.83,1.38,2016-2017
Fernando,"Midfielders, Defenders",29,15,5,568.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017
Kelechi Iheanacho,Forwards,19,20,5,537.0,6.0,4.0,3.0,7.0,4.0,0.0,0.0,0.0,0.0,0.67,0.5,1.17,0.67,1.17,2016-2017
Fabian Delph,Midfielders,26,7,2,224.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.4,0.4,2016-2017
Aleix García,Midfielders,19,4,1,77.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017
Samir Nasri,"Forwards, Midfielders",29,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016-2017
Tosin Adarabioyo,Defenders,18,0,0,,,,,,,,,,,,,,,,2016-2017
Angus Gunn,Goalkeepers,20,0,0,,,,,,,,,,,,,,,,2016-2017
Joe Hart,Goalkeepers,29,0,0,,,,,,,,,,,,,,,,2016-2017
Pablo Maffeo,"Defenders, Midfielders",19,0,0,,,,,,,,,,,,,,,,2016-2017
Joe Hart,Goalkeepers,28,35,35,3109.0,34.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-2016
Fernandinho,Midfielders,30,33,31,2729.0,30.3,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,0.07,0.07,0.13,0.07,0.13,2015-2016
Nicolás Otamendi,Defenders,27,30,30,2671.0,29.7,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.03,0.0,0.03,0.03,0.03,2015-2016
Sergio Agüero,Forwards,27,30,29,2360.0,26.2,24.0,2.0,26.0,20.0,4.0,5.0,1.0,0.0,0.92,0.08,0.99,0.76,0.84,2015-2016
Yaya Touré,Midfielders,32,32,28,2325.0,25.8,6.0,5.0,11.0,5.0,1.0,1.0,3.0,0.0,0.23,0.19,0.43,0.19,0.39,2015-2016
Bacary Sagna,Defenders,32,28,27,2448.0,27.2,0.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.11,0.11,0.0,0.11,2015-2016
Aleksandar Kolarov,Defenders,29,29,25,2283.0,25.4,3.0,3.0,6.0,3.0,0.0,1.0,3.0,0.0,0.12,0.12,0.24,0.12,0.24,2015-2016
Jesús Navas,Midfielders,29,34,24,2282.0,25.4,0.0,7.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.28,0.28,0.0,0.28,2015-2016
Eliaquim Mangala,Defenders,24,23,23,2009.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-2016
Raheem Sterling,Midfielders,20,31,23,1920.0,21.3,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,0.28,0.09,0.37,0.28,0.37,2015-2016
Kevin De Bruyne,Midfielders,24,25,22,2002.0,22.2,7.0,9.0,16.0,7.0,0.0,0.0,2.0,0.0,0.31,0.4,0.72,0.31,0.72,2015-2016
David Silva,Midfielders,29,24,22,1791.0,19.9,2.0,11.0,13.0,2.0,0.0,0.0,1.0,0.0,0.1,0.55,0.65,0.1,0.65,2015-2016
Fernando,Midfielders,28,24,17,1715.0,19.1,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.1,0.0,0.1,0.1,0.1,2015-2016
Wilfried Bony,Forwards,26,26,13,1226.0,13.6,4.0,3.0,7.0,4.0,0.0,1.0,1.0,0.0,0.29,0.22,0.51,0.29,0.51,2015-2016
Vincent Kompany,Defenders,29,14,13,1179.0,13.1,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.15,0.0,0.15,0.15,0.15,2015-2016
Gaël Clichy,Defenders,30,14,12,1087.0,12.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,2015-2016
Pablo Zabaleta,Defenders,30,13,12,1062.0,11.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08,2015-2016
Martín Demichelis,Defenders,34,20,10,1021.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-2016
Fabian Delph,Midfielders,25,17,8,753.0,8.4,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,2015-2016
Kelechi Iheanacho,"Forwards, Midfielders",18,26,7,766.0,8.5,8.0,1.0,9.0,8.0,0.0,0.0,1.0,0.0,0.94,0.12,1.06,0.94,1.06,2015-2016
Samir Nasri,"Midfielders, Forwards",28,12,4,541.0,6.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,0.33,0.33,0.67,0.33,0.67,2015-2016
Willy Caballero,Goalkeepers,33,4,3,311.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-2016
Bersant Celina,"Forwards, Midfielders",18,1,0,14.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,6.43,0.0,6.43,2015-2016
Manu García,"Forwards, Midfielders",17,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-2016
Patrick Roberts,"Forwards, Midfielders",18,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015-2016
Angeliño,"Defenders, Midfielders",18,0,0,,,,,,,,,,,,,,,,2015-2016
Brandon Barker,"Forwards, Midfielders",18,0,0,,,,,,,,,,,,,,,,2015-2016
Jason Denayer,Defenders,20,0,0,,,,,,,,,,,,,,,,2015-2016
George Evans,"Defenders, Midfielders",20,0,0,,,,,,,,,,,,,,,,2015-2016
Aleix García,Midfielders,18,0,0,,,,,,,,,,,,,,,,2015-2016
James Horsfield,"Defenders, Midfielders",19,0,0,,,,,,,,,,,,,,,,2015-2016
Cameron Humphreys,Defenders,16,0,0,,,,,,,,,,,,,,,,2015-2016
Pablo Maffeo,"Defenders, Midfielders",18,0,0,,,,,,,,,,,,,,,,2015-2016
Richard Wright,Goalkeepers,37,0,0,,,,,,,,,,,,,,,,2015-2016
Joe Hart,Goalkeepers,27,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-2015
David Silva,"Forwards, Midfielders",28,32,32,2646.0,29.4,12.0,7.0,19.0,12.0,0.0,0.0,8.0,0.0,0.41,0.24,0.65,0.41,0.65,2014-2015
Sergio Agüero,Forwards,26,33,30,2531.0,28.1,26.0,8.0,34.0,21.0,5.0,6.0,4.0,0.0,0.92,0.28,1.21,0.75,1.03,2014-2015
Pablo Zabaleta,"Defenders, Midfielders",29,29,29,2586.0,28.7,1.0,4.0,5.0,1.0,0.0,0.0,7.0,1.0,0.03,0.14,0.17,0.03,0.17,2014-2015
Martín Demichelis,"Defenders, Midfielders",33,31,28,2562.0,28.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.0,0.04,0.04,0.04,2014-2015
Yaya Touré,Midfielders,31,29,27,2353.0,26.1,10.0,2.0,12.0,8.0,2.0,2.0,5.0,0.0,0.38,0.08,0.46,0.31,0.38,2014-2015
Fernandinho,"Defenders, Midfielders",29,33,25,2267.0,25.2,3.0,3.0,6.0,3.0,0.0,0.0,7.0,0.0,0.12,0.12,0.24,0.12,0.24,2014-2015
Eliaquim Mangala,Defenders,23,25,24,2189.0,24.3,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.08,0.08,0.0,0.08,2014-2015
Jesús Navas,"Defenders, Forwards",28,35,23,2254.0,25.0,0.0,8.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.32,0.32,0.0,0.32,2014-2015
Gaël Clichy,Defenders,29,23,23,2057.0,22.9,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.04,0.13,0.18,0.04,0.18,2014-2015
Vincent Kompany,Defenders,28,25,23,2034.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-2015
Fernando,"Defenders, Midfielders",27,25,22,1879.0,20.9,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.1,0.1,0.19,0.1,0.19,2014-2015
James Milner,"Defenders, Midfielders",28,32,18,1749.0,19.4,5.0,7.0,12.0,5.0,0.0,0.0,6.0,0.0,0.26,0.36,0.62,0.26,0.62,2014-2015
Samir Nasri,"Forwards, Midfielders",27,24,18,1569.0,17.4,2.0,5.0,7.0,2.0,0.0,0.0,5.0,0.0,0.11,0.29,0.4,0.11,0.4,2014-2015
Aleksandar Kolarov,Defenders,28,21,16,1489.0,16.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.12,0.18,0.3,0.12,0.3,2014-2015
Edin Džeko,Forwards,28,22,11,932.0,10.4,4.0,2.0,6.0,4.0,0.0,0.0,1.0,0.0,0.39,0.19,0.58,0.39,0.58,2014-2015
Frank Lampard,Midfielders,36,32,10,1002.0,11.1,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,0.54,0.09,0.63,0.54,0.63,2014-2015
Stevan Jovetić,"Forwards, Midfielders",24,17,9,784.0,8.7,5.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.57,0.34,0.92,0.57,0.92,2014-2015
Bacary Sagna,Defenders,31,9,8,741.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-2015
Wilfried Bony,Forwards,25,10,2,302.0,3.4,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.6,0.3,0.89,0.6,0.89,2014-2015
Willy Caballero,Goalkeepers,32,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-2015
José Pozo,"Forwards, Midfielders",18,3,1,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-2015
Dedryck Boyata,Defenders,23,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-2015
Scott Sinclair,"Forwards, Midfielders",25,2,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014-2015
Thierry Ambrose,"Forwards, Midfielders",17,0,0,,,,,,,,,,,,,,,,2014-2015
Angeliño,"Defenders, Midfielders",17,0,0,,,,,,,,,,,,,,,,2014-2015
Yaya Touré,Midfielders,30,35,35,2917.0,32.4,20.0,9.0,29.0,14.0,6.0,6.0,4.0,0.0,0.62,0.28,0.89,0.43,0.71,2013-2014
Pablo Zabaleta,"Defenders, Midfielders",28,35,34,3080.0,34.2,1.0,6.0,7.0,1.0,0.0,0.0,11.0,0.0,0.03,0.18,0.2,0.03,0.2,2013-2014
Joe Hart,Goalkeepers,26,31,31,2790.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2013-2014
Fernandinho,"Defenders, Midfielders",28,33,29,2608.0,29.0,5.0,3.0,8.0,5.0,0.0,0.0,8.0,0.0,0.17,0.1,0.28,0.17,0.28,2013-2014
Samir Nasri,"Forwards, Midfielders",26,34,29,2483.0,27.6,7.0,7.0,14.0,7.0,0.0,0.0,3.0,0.0,0.25,0.25,0.51,0.25,0.51,2013-2014
Vincent Kompany,Defenders,27,28,28,2362.0,26.2,4.0,1.0,5.0,4.0,0.0,0.0,6.0,1.0,0.15,0.04,0.19,0.15,0.19,2013-2014
Martín Demichelis,"Defenders, Midfielders",32,27,27,2430.0,27.0,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,0.07,0.04,0.11,0.07,0.11,2013-2014
David Silva,"Forwards, Midfielders",27,27,26,2161.0,24.0,7.0,9.0,16.0,7.0,0.0,0.0,5.0,0.0,0.29,0.37,0.67,0.29,0.67,2013-2014
Edin Džeko,Forwards,27,31,23,1986.0,22.1,16.0,1.0,17.0,16.0,0.0,0.0,4.0,0.0,0.73,0.05,0.77,0.73,0.77,2013-2014
Aleksandar Kolarov,Defenders,27,30,21,1977.0,22.0,1.0,7.0,8.0,1.0,0.0,0.0,2.0,0.0,0.05,0.32,0.36,0.05,0.36,2013-2014
