Player,Position,Age,Matches Played,Matches Started,Minutes,90s,Goals,Assists,Goals and Assists,Non-Penalty Goals,Penalty Kicks Made,Penalty Kicks Attempted,Yellow Cards,Red Cards,Goals/90,Assists/90,Goals and Assists/90,Non-Penalty Goals/90,Non-Penalty Goals + Assists/90,Season
Martin Petrov,"Forwards, Midfielders",29,9,4,339.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009
Gelson Fernandes,Midfielders,21,17,3,501.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.18,0.0,0.18,0.18,0.18,2008-2009
Daniel Sturridge,"Forwards, Midfielders",18,16,3,448.0,5.0,4.0,3.0,7.0,3.0,1.0,1.0,0.0,0.0,0.8,0.6,1.41,0.6,1.21,2008-2009
Ched Evans,Forwards,19,16,3,414.0,4.6,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.22,0.22,0.43,0.22,0.43,2008-2009
Vedran Ćorluka,Defenders,22,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.33,0.33,2008-2009
Michael Johnson,Midfielders,20,3,3,260.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009
Valeri Bojinov,Forwards,22,8,2,225.0,2.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,0.8,0.4,0.8,2008-2009
Kelvin Etuhu,"Forwards, Midfielders",20,4,2,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009
Shay Logan,"Defenders, Midfielders",20,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009
Kasper Schmeichel,Goalkeepers,21,1,0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009
Vladimír Weiss,"Forwards, Midfielders",18,1,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009
Gláuber,Defenders,24,1,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2008-2009
Richard Dunne,Defenders,27,36,36,3039.0,33.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Martin Petrov,"Forwards, Midfielders",28,34,34,2972.0,33.0,5.0,8.0,13.0,5.0,0.0,0.0,2.0,1.0,0.15,0.24,0.39,0.15,0.39,2007-2008
Vedran Ćorluka,Defenders,21,35,34,2970.0,33.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.06,0.06,0.0,0.06,2007-2008
Stephen Ireland,Midfielders,20,33,32,2548.0,28.3,4.0,4.0,8.0,4.0,0.0,0.0,1.0,1.0,0.14,0.14,0.28,0.14,0.28,2007-2008
Elano,Midfielders,26,34,29,2437.0,27.1,8.0,9.0,17.0,6.0,2.0,2.0,3.0,0.0,0.3,0.33,0.63,0.22,0.55,2007-2008
Joe Hart,Goalkeepers,20,26,26,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Dietmar Hamann,Midfielders,33,29,26,2203.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Micah Richards,Defenders,19,25,25,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Michael Johnson,Midfielders,19,23,23,1930.0,21.4,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.09,0.09,0.19,0.09,0.19,2007-2008
Gelson Fernandes,Midfielders,20,26,21,1961.0,21.8,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,0.09,0.0,0.09,0.09,0.09,2007-2008
Javier Garrido,Defenders,22,27,21,1898.0,21.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,2007-2008
Darius Vassell,"Forwards, Midfielders",27,27,21,1767.0,19.6,6.0,3.0,9.0,6.0,0.0,0.0,2.0,0.0,0.31,0.15,0.46,0.31,0.46,2007-2008
Michael Ball,Defenders,27,28,19,1875.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Nedum Onuoha,Defenders,20,16,13,1222.0,13.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.07,0.07,0.15,0.07,0.15,2007-2008
Benjani,Forwards,28,13,13,1063.0,11.8,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.25,2007-2008
Émile Mpenza,Forwards,29,15,8,743.0,8.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,2007-2008
Sun Jihai,Defenders,29,14,7,817.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Rolando Bianchi,Forwards,24,19,7,769.0,8.5,4.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.47,0.12,0.59,0.47,0.59,2007-2008
Kasper Schmeichel,Goalkeepers,20,7,7,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Andreas Isaksson,Goalkeepers,25,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Geovanni,"Forwards, Midfielders",27,19,2,412.0,4.6,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.66,0.22,0.87,0.66,0.87,2007-2008
Nery Castillo,"Defenders, Forwards",23,7,2,296.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Georgios Samaras,"Forwards, Midfielders",22,5,2,255.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Kelvin Etuhu,"Forwards, Midfielders",19,6,2,204.0,2.3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.44,0.44,0.88,0.44,0.88,2007-2008
Daniel Sturridge,"Forwards, Midfielders",17,3,2,150.0,1.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.6,0.6,2007-2008
Valeri Bojinov,Forwards,21,3,1,50.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Felipe Caicedo,"Forwards, Midfielders",18,10,0,222.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Sam Williamson,"Defenders, Midfielders",19,1,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2007-2008
Richard Dunne,Defenders,26,38,38,3420.0,38.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,2006-2007
Sylvain Distin,Defenders,28,37,37,3256.0,36.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.06,0.0,0.06,0.06,0.06,2006-2007
Joey Barton,Midfielders,23,33,33,2967.0,33.0,6.0,4.0,10.0,5.0,1.0,2.0,10.0,1.0,0.18,0.12,0.3,0.15,0.27,2006-2007
Darius Vassell,"Forwards, Midfielders",26,32,28,2562.0,28.5,3.0,1.0,4.0,3.0,0.0,1.0,6.0,0.0,0.11,0.04,0.14,0.11,0.14,2006-2007
Micah Richards,Defenders,18,28,28,2346.0,26.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.04,0.0,0.04,0.04,0.04,2006-2007
Nicky Weaver,Goalkeepers,27,25,25,2151.0,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Bernardo Corradi,Forwards,30,25,19,1585.0,17.6,3.0,2.0,5.0,3.0,0.0,0.0,4.0,2.0,0.17,0.11,0.28,0.17,0.28,2006-2007
Georgios Samaras,"Forwards, Midfielders",21,36,16,1696.0,18.8,4.0,6.0,10.0,3.0,1.0,1.0,0.0,0.0,0.21,0.32,0.53,0.16,0.48,2006-2007
Hatem Trabelsi,Defenders,29,20,16,1366.0,15.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.07,0.07,0.13,0.07,0.13,2006-2007
Nedum Onuoha,Defenders,19,18,15,1326.0,14.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Stephen Ireland,Midfielders,19,24,14,1338.0,14.9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,2006-2007
Trevor Sinclair,Midfielders,33,18,14,1293.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Andreas Isaksson,Goalkeepers,24,14,12,1179.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Michael Ball,Defenders,26,12,12,1076.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Stephen Jordan,Defenders,24,13,12,1041.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Dietmar Hamann,Midfielders,32,16,12,985.0,10.9,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.09,0.09,0.0,0.09,2006-2007
Claudio Reyna,Midfielders,33,15,12,955.0,10.6,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
DaMarcus Beasley,"Defenders, Forwards",24,18,11,1026.0,11.4,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.26,0.09,0.35,0.26,0.35,2006-2007
Ben Thatcher,Defenders,30,11,11,955.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Sun Jihai,Defenders,28,13,10,999.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Michael Johnson,Midfielders,18,10,10,900.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2,2006-2007
Ousmane Dabo,Midfielders,29,13,10,882.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Émile Mpenza,Forwards,28,10,9,826.0,9.2,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.33,0.11,0.44,0.33,0.44,2006-2007
Paul Dickov,Forwards,33,16,9,816.0,9.1,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.22,0.22,0.0,0.22,2006-2007
Ishmael Miller,Forwards,19,16,3,447.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Joe Hart,Goalkeepers,19,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Matt Mills,Defenders,20,1,1,59.0,0.7,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Daniel Sturridge,"Forwards, Midfielders",16,2,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
Danny Mills,Defenders,29,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2006-2007
David James,Goalkeepers,34,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-2006
Darius Vassell,"Forwards, Midfielders",25,36,36,3030.0,33.7,8.0,7.0,15.0,8.0,0.0,0.0,4.0,0.0,0.24,0.21,0.45,0.24,0.45,2005-2006
Richard Dunne,Defenders,25,32,31,2793.0,31.0,3.0,0.0,3.0,3.0,0.0,0.0,9.0,0.0,0.1,0.0,0.1,0.1,0.1,2005-2006
Sylvain Distin,Defenders,27,31,31,2736.0,30.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.03,0.03,0.0,0.03,2005-2006
Joey Barton,Midfielders,22,31,31,2728.0,30.3,6.0,4.0,10.0,5.0,1.0,2.0,11.0,1.0,0.2,0.13,0.33,0.16,0.3,2005-2006
Trevor Sinclair,Midfielders,32,31,29,2400.0,26.7,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,0.11,0.11,0.23,0.11,0.23,2005-2006
Kiki Musampa,"Forwards, Midfielders",28,27,24,1993.0,22.1,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,2005-2006
Claudio Reyna,Midfielders,32,22,22,1807.0,20.1,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.05,0.05,0.1,0.05,0.1,2005-2006
Andy Cole,Forwards,33,22,20,1759.0,19.5,9.0,5.0,14.0,9.0,0.0,0.0,5.0,1.0,0.46,0.26,0.72,0.46,0.72,2005-2006
Ben Thatcher,Defenders,29,18,18,1571.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-2006
Stephen Jordan,Defenders,23,18,18,1565.0,17.4,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2005-2006
Danny Mills,Defenders,28,18,18,1486.0,16.5,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.06,0.0,0.06,0.06,0.06,2005-2006
Sun Jihai,Defenders,27,29,16,1719.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-2006
David Sommeil,Defenders,30,16,14,1197.0,13.3,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.15,0.08,0.23,0.15,0.23,2005-2006
Stephen Ireland,Midfielders,18,24,13,1275.0,14.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.14,2005-2006
Antoine Sibierski,"Forwards, Midfielders",30,24,12,1109.0,12.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.16,0.08,0.24,0.16,0.24,2005-2006
Albert Riera,"Defenders, Forwards",23,15,12,1069.0,11.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08,2005-2006
Micah Richards,Defenders,17,13,11,1007.0,11.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09,2005-2006
Georgios Samaras,"Forwards, Midfielders",20,14,10,946.0,10.5,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.38,0.1,0.48,0.38,0.48,2005-2006
Nedum Onuoha,Defenders,18,10,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-2006
Lee Croft,Midfielders,20,21,4,634.0,7.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.14,0.14,0.28,0.14,0.28,2005-2006
Bradley Wright-Phillips,Forwards,20,18,1,323.0,3.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.28,0.0,0.28,0.28,0.28,2005-2006
Willo Flood,"Defenders, Midfielders",20,5,1,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-2006
Robbie Fowler,Forwards,30,4,0,64.0,0.7,1.0,0.0,1.0,,,,1.0,0.0,1.41,0.0,1.41,,,2005-2006
Ishmael Miller,Forwards,18,1,0,29.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-2006
Matt Mills,Defenders,19,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005-2006
David James,Goalkeepers,33,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-2005
Sylvain Distin,Defenders,26,38,38,3402.0,37.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.03,0.0,0.03,0.03,0.03,2004-2005
Richard Dunne,Defenders,24,35,35,3120.0,34.7,1.0,3.0,4.0,1.0,0.0,0.0,6.0,1.0,0.03,0.09,0.12,0.03,0.12,2004-2005
Antoine Sibierski,"Forwards, Midfielders",29,35,34,2867.0,31.9,4.0,1.0,5.0,3.0,1.0,1.0,3.0,0.0,0.13,0.03,0.16,0.09,0.13,2004-2005
Shaun Wright-Phillips,"Forwards, Midfielders",22,34,33,2998.0,33.3,10.0,4.0,14.0,10.0,0.0,0.0,0.0,0.0,0.3,0.12,0.42,0.3,0.42,2004-2005
Danny Mills,Defenders,27,32,29,2607.0,29.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,1.0,0.0,0.1,0.1,0.0,0.1,2004-2005
Joey Barton,Midfielders,21,31,28,2502.0,27.8,1.0,5.0,6.0,1.0,0.0,0.0,9.0,0.0,0.04,0.18,0.22,0.04,0.22,2004-2005
Robbie Fowler,Forwards,29,32,28,2495.0,27.7,11.0,5.0,16.0,9.0,2.0,3.0,3.0,0.0,0.4,0.18,0.58,0.32,0.51,2004-2005
Paul Bosvelt,"Defenders, Midfielders",34,28,28,2435.0,27.1,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.07,0.0,0.07,0.07,0.07,2004-2005
Stephen Jordan,Defenders,22,19,19,1620.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-2005
Nicolas Anelka,Forwards,25,19,18,1510.0,16.8,7.0,2.0,9.0,5.0,2.0,2.0,0.0,0.0,0.42,0.12,0.54,0.3,0.42,2004-2005
Ben Thatcher,Defenders,28,18,17,1546.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-2005
Claudio Reyna,Midfielders,31,17,16,1463.0,16.3,2.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.12,0.06,0.18,0.12,0.18,2004-2005
Jon Macken,Forwards,26,23,16,1395.0,15.5,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.06,0.19,0.26,0.06,0.26,2004-2005
Kiki Musampa,"Forwards, Midfielders",27,14,14,1240.0,13.8,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.22,0.15,0.36,0.22,0.36,2004-2005
Nedum Onuoha,Defenders,17,17,11,1068.0,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-2005
Steve McManaman,Midfielders,32,13,5,637.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-2005
Willo Flood,"Defenders, Midfielders",19,9,4,381.0,4.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.24,0.0,0.24,0.24,0.24,2004-2005
Sun Jihai,Defenders,26,6,4,333.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-2005
Trevor Sinclair,Midfielders,31,4,2,194.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,0.46,0.46,2004-2005
David Sommeil,Defenders,29,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-2005
Bradley Wright-Phillips,Forwards,19,14,0,190.0,2.1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,2004-2005
Lee Croft,Midfielders,19,7,0,77.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.17,0.0,1.17,2004-2005
Christian Negouai,"Defenders, Midfielders",26,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2004-2005
Nicky Weaver,Goalkeepers,25,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004-2005
Sylvain Distin,Defenders,25,38,38,3420.0,38.0,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.05,0.0,0.05,0.05,0.05,2003-2004
Michael Tarnat,"Defenders, Midfielders",33,32,32,2861.0,31.8,3.0,5.0,8.0,3.0,0.0,0.0,5.0,0.0,0.09,0.16,0.25,0.09,0.25,2003-2004
Shaun Wright-Phillips,"Forwards, Midfielders",21,34,32,2847.0,31.6,7.0,2.0,9.0,7.0,0.0,0.0,2.0,1.0,0.22,0.06,0.28,0.22,0.28,2003-2004
Nicolas Anelka,Forwards,24,32,31,2737.0,30.4,16.0,4.0,20.0,12.0,4.0,4.0,1.0,1.0,0.53,0.13,0.66,0.39,0.53,2003-2004
Sun Jihai,Defenders,25,33,29,2635.0,29.3,1.0,5.0,6.0,1.0,0.0,0.0,8.0,0.0,0.03,0.17,0.2,0.03,0.2,2003-2004
Richard Dunne,Defenders,23,29,28,2500.0,27.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-2004
Joey Barton,Midfielders,20,28,24,2186.0,24.3,1.0,2.0,3.0,1.0,0.0,0.0,8.0,0.0,0.04,0.08,0.12,0.04,0.12,2003-2004
Robbie Fowler,Forwards,28,31,23,1911.0,21.2,7.0,0.0,7.0,7.0,0.0,0.0,2.0,0.0,0.33,0.0,0.33,0.33,0.33,2003-2004
Paul Bosvelt,"Defenders, Midfielders",33,25,22,1914.0,21.3,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,2003-2004
Trevor Sinclair,Midfielders,30,29,20,1993.0,22.1,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.05,0.09,0.14,0.05,0.14,2003-2004
Steve McManaman,Midfielders,31,22,20,1615.0,17.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,2003-2004
David Seaman,Goalkeepers,39,19,19,1595.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-2004
Claudio Reyna,Midfielders,30,23,19,1564.0,17.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.06,0.06,0.12,0.06,0.12,2003-2004
Antoine Sibierski,"Forwards, Midfielders",28,33,18,1745.0,19.4,5.0,4.0,9.0,5.0,0.0,0.0,1.0,0.0,0.26,0.21,0.46,0.26,0.46,2003-2004
David Sommeil,Defenders,28,18,18,1620.0,18.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.0,0.06,0.06,0.06,2003-2004
David James,Goalkeepers,32,17,17,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-2004
Paulo Wanchope,Forwards,27,22,12,1195.0,13.3,6.0,2.0,8.0,6.0,0.0,0.0,1.0,0.0,0.45,0.15,0.6,0.45,0.6,2003-2004
Jon Macken,Forwards,25,15,7,658.0,7.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.14,0.27,0.41,0.14,0.41,2003-2004
Daniel Van Buyten,Defenders,25,5,5,435.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2003-2004
Kevin Stuhr Ellegaard,Goalkeepers,20,4,2,295.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-2004
Danny Tiatto,"Defenders, Midfielders",30,5,1,148.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.61,0.61,0.0,0.61,2003-2004
Eyal Berkovic,Midfielders,31,3,0,141.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-2004
Stephen Elliott,Forwards,19,2,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-2004
Stephen Jordan,Defenders,21,2,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003-2004
